Date,Article Sentiment,Impact Score,Stock Code
2014-01-28,0.739,77.672,BA
2014-01-27,0.044,76.6,BA
2014-01-26,0.5,75.3,BA
2014-01-25,0.365,75.758,BA
2014-01-24,0.496,76.615,BA
2014-01-23,-0.234,77.596,BA
2014-01-22,0.229,80.706,BA
2014-01-21,0.508,79.343,BA
2014-01-20,0.265,76.52,BA
2014-01-19,-0.898,75.407,BA
2014-01-18,-0.167,75.222,BA
2014-01-17,-0.405,77.333,BA
2014-01-16,-0.214,79.206,BA
2014-01-15,-0.01,79.921,BA
2014-01-14,0.189,76.568,BA
2014-01-13,-0.118,75.294,BA
2014-01-12,-0.082,73.882,BA
2014-01-11,-0.007,75.205,BA
2014-01-10,-0.323,75.107,BA
2014-01-09,0.076,75.043,BA
2014-01-08,-0.061,74.495,BA
2014-01-07,0.063,73.85,BA
2014-01-06,-0.168,72.501,BA
2014-01-05,0.224,72.268,BA
2014-01-04,-0.033,72.187,BA
2014-01-03,0.02,72.76,BA
2014-01-02,-0.087,73.29,BA
2014-01-01,0.047,73.339,BA
2015-01-01,0.0,79.059,CVX
2014-12-31,0.125,76.708,CVX
2014-12-30,0.333,78.917,CVX
2014-12-29,0.0,76.0,CVX
2014-12-28,-0.333,82.0,CVX
2014-12-27,0.0,87.5,CVX
2014-12-25,0.333,88.0,CVX
2014-12-24,0.333,83.667,CVX
2014-12-23,-0.5,82.75,CVX
2014-12-22,0.0,72.0,CVX
2014-12-21,-0.75,65.25,CVX
2014-12-20,-0.667,83.333,CVX
2014-12-19,0.111,81.667,CVX
2014-12-18,0.194,82.667,CVX
2014-12-17,0.029,81.629,CVX
2014-12-16,-0.005,83.5,CVX
2014-12-15,1.0,86.667,CVX
2014-12-14,0.0,84.143,CVX
2014-12-13,-0.531,82.531,CVX
2014-12-12,-0.212,82.238,CVX
2014-12-11,-0.312,84.5,CVX
2014-12-10,-0.122,80.293,CVX
2014-12-09,-0.333,84.667,CVX
2014-12-07,0.143,82.571,CVX
2014-12-06,-0.375,86.25,CVX
2014-12-05,-0.571,83.0,CVX
2014-12-04,0.106,83.545,CVX
2014-12-03,-0.1,84.8,CVX
2014-12-02,0.0,81.0,CVX
2014-12-01,-1.0,78.0,CVX
2014-11-30,0.0,77.0,CVX
2014-11-29,-0.039,81.375,CVX
2014-11-28,-0.556,80.111,CVX
2014-11-27,-0.1,83.1,CVX
2014-11-26,0.125,80.25,CVX
2014-11-25,0.333,85.333,CVX
2014-11-24,0.0,79.0,CVX
2014-11-23,1.0,81.0,CVX
2014-11-22,0.583,83.0,CVX
2014-11-21,0.357,83.857,CVX
2014-11-20,0.0,80.0,CVX
2014-11-19,0.0,81.636,CVX
2014-11-18,0.4,83.4,CVX
2014-11-15,0.667,82.667,CVX
2014-11-14,0.625,85.125,CVX
2014-11-13,0.188,81.438,CVX
2014-11-12,-0.231,78.0,CVX
2014-11-11,-0.4,86.2,CVX
2014-11-10,0.0,85.0,CVX
2014-11-09,-0.667,87.833,CVX
2014-11-08,-0.525,80.8,CVX
2014-11-07,-0.357,80.357,CVX
2014-11-06,0.021,82.5,CVX
2014-11-05,0.009,81.769,CVX
2014-11-04,0.083,80.833,CVX
2014-11-03,0.0,82.5,CVX
2014-11-02,0.883,80.01,CVX
2014-11-01,0.424,80.507,CVX
2014-10-31,0.357,79.357,CVX
2014-10-30,-0.022,81.111,CVX
2014-10-29,0.111,81.667,CVX
2014-10-28,0.0,85.681,CVX
2014-10-26,-0.303,81.364,CVX
2014-10-25,-0.852,81.63,CVX
2014-10-24,-0.182,81.273,CVX
2014-10-23,0.188,79.75,CVX
2014-10-22,-0.222,85.333,CVX
2014-10-21,-0.479,81.25,CVX
2014-10-20,-0.133,78.0,CVX
2014-10-19,0.0,79.0,CVX
2014-10-18,0.0,76.0,CVX
2014-10-17,0.4,80.4,CVX
2014-10-16,0.0,80.333,CVX
2014-10-15,-0.125,84.25,CVX
2014-10-14,0.347,84.0,CVX
2014-10-13,0.667,80.222,CVX
2014-10-12,0.619,80.0,CVX
2014-10-11,0.125,82.063,CVX
2014-10-10,0.31,84.552,CVX
2014-10-09,0.077,86.769,CVX
2014-10-08,-0.564,87.773,CVX
2014-10-07,0.097,80.065,CVX
2014-10-04,-0.2,82.667,CVX
2014-10-03,0.2,81.6,CVX
2014-10-02,-0.167,71.0,CVX
2014-10-01,0.533,81.4,CVX
2014-09-30,0.909,85.818,CVX
2014-09-28,0.5,79.5,CVX
2014-09-27,0.0,89.0,CVX
2014-09-26,0.0,81.667,CVX
2014-09-25,0.0,79.167,CVX
2014-09-24,0.0,82.063,CVX
2014-09-23,0.0,78.667,CVX
2014-09-22,0.667,82.0,CVX
2014-09-21,0.0,76.429,CVX
2014-09-20,-0.167,79.333,CVX
2014-09-19,0.217,82.304,CVX
2014-09-18,-0.015,83.091,CVX
2014-09-17,0.059,84.059,CVX
2014-09-16,-0.263,84.684,CVX
2014-09-15,-0.649,81.707,CVX
2014-09-14,-0.111,79.333,CVX
2014-09-13,-0.041,83.739,CVX
2014-09-12,-0.176,80.412,CVX
2014-09-11,0.067,84.533,CVX
2014-09-10,-0.077,85.385,CVX
2014-09-09,0.2,78.6,CVX
2014-09-08,-0.333,81.333,CVX
2014-09-07,-0.286,76.786,CVX
2014-09-06,-0.054,79.661,CVX
2014-09-05,0.176,80.118,CVX
2014-09-04,-0.115,84.5,CVX
2014-09-03,0.091,85.909,CVX
2014-09-02,0.0,87.714,CVX
2014-09-01,0.0,100.0,CVX
2014-08-31,-0.5,78.75,CVX
2014-08-30,0.209,79.25,CVX
2014-08-29,0.095,85.0,CVX
2014-08-28,-0.333,79.0,CVX
2014-08-27,0.063,71.625,CVX
2014-08-26,0.0,66.0,CVX
2014-08-25,0.143,80.714,CVX
2014-08-24,-0.4,79.2,CVX
2014-08-23,-0.098,77.706,CVX
2014-08-22,0.5,84.1,CVX
2014-08-21,0.333,82.286,CVX
2014-08-20,0.0,82.273,CVX
2014-08-19,0.2,82.0,CVX
2014-08-18,-0.25,79.0,CVX
2014-08-17,0.556,80.833,CVX
2014-08-16,0.0,79.333,CVX
2014-08-15,0.407,83.667,CVX
2014-08-14,0.278,80.333,CVX
2014-08-13,0.235,80.882,CVX
2014-08-12,0.69,84.241,CVX
2014-08-11,0.0,83.5,CVX
2014-08-10,-0.5,81.0,CVX
2014-08-09,0.0,78.714,CVX
2014-08-08,-0.229,79.867,CVX
2014-08-07,-0.083,80.917,CVX
2014-08-06,0.0,81.813,CVX
2014-08-05,-0.167,79.5,CVX
2014-08-04,0.6,74.4,CVX
2014-08-03,0.596,77.962,CVX
2014-08-02,0.596,77.25,CVX
2014-08-01,0.06,80.24,CVX
2014-07-31,0.127,79.929,CVX
2014-07-30,-0.095,79.171,CVX
2014-07-29,0.107,78.903,CVX
2014-07-28,-0.75,78.25,CVX
2014-07-27,0.0,77.333,CVX
2014-07-26,0.5,78.25,CVX
2014-07-25,0.75,79.5,CVX
2014-07-24,0.37,81.222,CVX
2014-07-23,0.407,80.944,CVX
2014-07-22,-0.25,78.5,CVX
2014-07-21,0.333,83.0,CVX
2014-07-20,0.111,79.5,CVX
2014-07-19,-0.429,76.571,CVX
2014-07-18,-0.264,79.583,CVX
2014-07-17,-0.256,81.438,CVX
2014-07-16,-0.2,81.133,CVX
2014-07-15,0.03,77.455,CVX
2014-07-14,-0.5,77.833,CVX
2014-07-13,-0.125,80.125,CVX
2014-07-12,0.366,76.39,CVX
2014-07-11,0.333,77.5,CVX
2014-07-10,-0.248,81.474,CVX
2014-07-09,-0.522,81.033,CVX
2014-07-08,-0.37,78.667,CVX
2014-07-07,-0.533,78.0,CVX
2014-07-05,-0.5,82.0,CVX
2014-07-04,-0.03,78.636,CVX
2014-07-03,0.167,80.75,CVX
2014-07-02,0.259,80.667,CVX
2014-07-01,0.143,78.286,CVX
2014-06-30,0.0,79.0,CVX
2014-06-29,0.333,81.0,CVX
2014-06-28,-1.0,78.0,CVX
2014-06-27,0.667,85.333,CVX
2014-06-26,-0.089,86.0,CVX
2014-06-25,-0.25,81.0,CVX
2014-06-24,0.143,82.286,CVX
2014-06-22,-0.5,80.75,CVX
2014-06-21,0.25,80.375,CVX
2014-06-20,0.028,82.917,CVX
2014-06-19,0.315,81.056,CVX
2014-06-18,-0.09,77.923,CVX
2014-06-17,0.6,80.45,CVX
2014-06-16,-0.667,71.0,CVX
2014-06-15,0.482,77.778,CVX
2014-06-14,-0.059,76.412,CVX
2014-06-13,-0.087,81.5,CVX
2014-06-12,0.111,82.5,CVX
2014-06-11,0.039,81.0,CVX
2014-06-10,0.0,82.0,CVX
2014-06-09,0.0,79.0,CVX
2014-06-08,-0.222,78.167,CVX
2014-06-07,-0.1,81.0,CVX
2014-06-06,-0.21,78.0,CVX
2014-06-05,0.3,79.8,CVX
2014-06-04,0.333,80.556,CVX
2014-06-03,0.556,80.667,CVX
2014-06-02,-0.286,75.429,CVX
2014-06-01,-0.6,77.2,CVX
2014-05-31,-0.429,78.429,CVX
2014-05-30,-0.409,81.591,CVX
2014-05-29,-0.462,81.615,CVX
2014-05-28,-0.786,77.143,CVX
2014-05-27,-0.25,80.375,CVX
2014-05-26,-0.5,78.375,CVX
2014-05-25,-0.367,81.3,CVX
2014-05-24,-0.538,80.385,CVX
2014-05-23,-0.342,78.921,CVX
2014-05-22,-0.136,80.591,CVX
2014-05-21,-0.167,79.667,CVX
2014-05-20,0.8,80.6,CVX
2014-05-19,0.5,80.0,CVX
2014-05-18,0.467,78.0,CVX
2014-05-17,-0.214,78.214,CVX
2014-05-16,0.375,80.875,CVX
2014-05-15,-0.417,81.167,CVX
2014-05-14,-0.347,78.417,CVX
2014-05-13,-0.333,80.667,CVX
2014-05-12,-1.0,77.333,CVX
2014-05-11,-0.333,77.889,CVX
2014-05-10,-0.524,78.905,CVX
2014-05-09,-0.172,79.628,CVX
2014-05-08,-0.13,80.185,CVX
2014-05-07,0.0,79.0,CVX
2014-05-06,-0.14,77.158,CVX
2014-05-05,-0.359,75.692,CVX
2014-05-04,-0.709,71.847,CVX
2014-05-03,-0.601,72.957,CVX
2014-05-02,0.058,82.5,CVX
2014-05-01,0.032,80.346,CVX
2014-04-30,-0.4,80.2,CVX
2014-04-29,0.111,80.333,CVX
2014-04-28,0.333,88.0,CVX
2014-04-27,0.0,88.698,CVX
2014-04-26,-0.659,79.0,CVX
2014-04-25,0.0,79.833,CVX
2014-04-24,0.381,82.429,CVX
2014-04-23,0.154,85.308,CVX
2014-04-22,0.0,81.0,CVX
2014-04-21,0.25,75.25,CVX
2014-04-20,-1.0,79.0,CVX
2014-04-19,-0.1,80.833,CVX
2014-04-18,0.028,81.667,CVX
2014-04-17,-0.451,80.625,CVX
2014-04-16,-0.092,79.308,CVX
2014-04-15,0.333,83.067,CVX
2014-04-14,-0.667,78.667,CVX
2014-04-13,-0.067,76.8,CVX
2014-04-12,0.121,79.825,CVX
2014-04-11,0.074,78.508,CVX
2014-04-10,-0.406,77.75,CVX
2014-04-09,0.125,80.167,CVX
2014-04-08,-0.621,78.379,CVX
2014-04-07,0.154,78.692,CVX
2014-04-06,-0.242,79.455,CVX
2014-04-05,-0.484,77.616,CVX
2014-04-04,0.171,80.561,CVX
2014-04-03,0.029,82.294,CVX
2014-04-02,-0.321,81.282,CVX
2014-04-01,-0.722,80.833,CVX
2014-03-31,-0.133,75.8,CVX
2014-03-30,0.4,81.917,CVX
2014-03-29,0.179,81.643,CVX
2014-03-28,-0.438,81.125,CVX
2014-03-27,0.188,80.938,CVX
2014-03-26,0.364,74.727,CVX
2014-03-25,-0.094,83.0,CVX
2014-03-24,-0.714,78.143,CVX
2014-03-23,-0.429,75.857,CVX
2014-03-22,0.422,78.389,CVX
2014-03-21,0.117,75.467,CVX
2014-03-20,0.407,76.488,CVX
2014-03-19,0.041,82.0,CVX
2014-03-18,0.431,79.647,CVX
2014-03-17,-0.111,85.333,CVX
2014-03-16,1.0,86.0,CVX
2014-03-15,0.286,80.429,CVX
2014-03-14,0.158,79.842,CVX
2014-03-13,-0.123,81.421,CVX
2014-03-12,0.059,84.0,CVX
2014-03-11,0.4,83.0,CVX
2014-03-10,-0.867,79.0,CVX
2014-03-09,-0.758,78.273,CVX
2014-03-08,-0.554,74.959,CVX
2014-03-07,-0.206,83.619,CVX
2014-03-06,-0.504,82.132,CVX
2014-03-05,-0.276,82.641,CVX
2014-03-04,-0.333,81.667,CVX
2014-03-02,-0.111,79.333,CVX
2014-03-01,0.0,80.25,CVX
2014-02-28,1.0,86.0,CVX
2014-02-27,1.0,84.0,CVX
2014-02-25,-0.083,79.75,CVX
2014-02-24,-0.5,80.75,CVX
2014-02-23,-0.25,80.25,CVX
2014-02-22,0.0,80.111,CVX
2014-02-21,-0.108,79.3,CVX
2014-02-20,-0.34,78.348,CVX
2014-02-19,0.335,78.077,CVX
2014-02-18,0.233,80.5,CVX
2014-02-17,0.0,78.6,CVX
2014-02-16,0.25,79.25,CVX
2014-02-15,0.0,77.647,CVX
2014-02-14,0.038,82.308,CVX
2014-02-13,-0.286,78.143,CVX
2014-02-12,0.022,77.867,CVX
2014-02-11,0.167,82.667,CVX
2014-02-10,0.0,83.0,CVX
2014-02-09,1.0,78.5,CVX
2014-02-08,0.0,81.333,CVX
2014-02-07,0.0,79.1,CVX
2014-02-06,0.0,82.133,CVX
2014-02-05,0.077,80.846,CVX
2014-02-04,0.097,83.581,CVX
2014-02-03,0.0,77.857,CVX
2014-02-02,-0.561,78.283,CVX
2014-02-01,-0.737,78.522,CVX
2014-01-31,-0.091,80.818,CVX
2014-01-30,0.119,80.286,CVX
2014-01-29,-0.286,78.857,CVX
2014-01-28,-0.625,79.563,CVX
2014-01-27,-0.429,80.571,CVX
2014-01-26,-1.0,81.0,CVX
2014-01-25,0.0,82.0,CVX
2014-01-24,0.333,78.0,CVX
2014-01-23,-0.5,83.0,CVX
2014-01-22,-0.143,79.0,CVX
2014-01-21,-0.5,80.0,CVX
2014-01-20,-0.5,85.5,CVX
2014-01-19,0.444,77.0,CVX
2014-01-18,-0.056,79.167,CVX
2014-01-17,-0.111,80.75,CVX
2014-01-16,0.222,81.292,CVX
2014-01-15,0.038,80.423,CVX
2014-01-14,0.353,82.412,CVX
2014-01-13,-0.143,83.714,CVX
2014-01-12,-0.833,74.0,CVX
2014-01-11,0.16,78.44,CVX
2014-01-10,-0.3,83.3,CVX
2014-01-09,0.6,84.0,CVX
2014-01-08,0.25,90.5,CVX
2014-01-07,0.133,80.8,CVX
2014-01-05,-0.167,78.333,CVX
2014-01-04,0.25,77.417,CVX
2014-01-03,-1.0,79.75,CVX
2014-01-02,-0.556,79.333,CVX
2014-01-01,-0.358,78.737,CVX
2015-01-01,-0.2,78.8,CSCO
2014-12-31,-0.2,77.6,CSCO
2014-12-30,-0.667,77.5,CSCO
2014-12-29,-0.9,78.4,CSCO
2014-12-28,-0.5,78.5,CSCO
2014-12-27,-0.5,82.0,CSCO
2014-12-26,0.0,82.0,CSCO
2014-12-25,-0.25,82.375,CSCO
2014-12-24,-0.045,84.0,CSCO
2014-12-23,0.182,80.182,CSCO
2014-12-22,-0.467,77.8,CSCO
2014-12-21,-0.333,74.667,CSCO
2014-12-20,-1.0,84.0,CSCO
2014-12-19,0.767,80.833,CSCO
2014-12-18,0.152,80.045,CSCO
2014-12-17,0.107,81.119,CSCO
2014-12-16,-0.043,81.609,CSCO
2014-12-15,0.75,78.75,CSCO
2014-12-14,0.091,81.309,CSCO
2014-12-13,0.366,80.542,CSCO
2014-12-12,0.222,80.146,CSCO
2014-12-11,-0.02,80.54,CSCO
2014-12-10,-0.219,80.344,CSCO
2014-12-09,0.066,77.131,CSCO
2014-12-08,-0.306,79.333,CSCO
2014-12-07,-0.304,79.342,CSCO
2014-12-06,-0.176,80.283,CSCO
2014-12-05,0.56,79.24,CSCO
2014-12-04,0.031,78.813,CSCO
2014-12-03,0.423,77.962,CSCO
2014-12-02,0.067,82.267,CSCO
2014-12-01,1.0,74.0,CSCO
2014-11-30,0.857,75.429,CSCO
2014-11-29,0.818,76.727,CSCO
2014-11-28,0.583,76.438,CSCO
2014-11-27,0.347,75.85,CSCO
2014-11-26,0.623,77.217,CSCO
2014-11-25,0.333,78.238,CSCO
2014-11-24,0.867,75.533,CSCO
2014-11-23,0.44,76.56,CSCO
2014-11-22,0.161,77.93,CSCO
2014-11-21,0.333,78.404,CSCO
2014-11-20,0.629,77.25,CSCO
2014-11-19,0.65,76.75,CSCO
2014-11-18,0.508,79.238,CSCO
2014-11-17,0.143,78.714,CSCO
2014-11-16,0.4,79.2,CSCO
2014-11-15,0.041,82.041,CSCO
2014-11-14,-0.165,82.078,CSCO
2014-11-13,0.26,79.907,CSCO
2014-11-12,0.273,80.591,CSCO
2014-11-11,0.26,80.469,CSCO
2014-11-10,0.667,76.0,CSCO
2014-11-09,0.556,75.111,CSCO
2014-11-08,0.333,76.72,CSCO
2014-11-07,0.27,80.158,CSCO
2014-11-06,0.167,78.6,CSCO
2014-11-05,0.333,79.333,CSCO
2014-11-04,-0.083,82.5,CSCO
2014-11-03,0.0,71.5,CSCO
2014-11-02,0.429,78.143,CSCO
2014-11-01,0.222,78.75,CSCO
2014-10-31,0.091,81.818,CSCO
2014-10-30,0.375,82.292,CSCO
2014-10-29,-0.333,81.833,CSCO
2014-10-28,0.214,78.143,CSCO
2014-10-27,0.667,77.667,CSCO
2014-10-26,0.0,73.75,CSCO
2014-10-25,0.097,79.839,CSCO
2014-10-24,0.35,82.4,CSCO
2014-10-23,0.457,79.543,CSCO
2014-10-22,0.1,81.4,CSCO
2014-10-21,0.18,80.649,CSCO
2014-10-20,0.357,80.214,CSCO
2014-10-19,-0.389,80.083,CSCO
2014-10-18,0.182,79.455,CSCO
2014-10-17,-0.077,81.538,CSCO
2014-10-16,0.345,79.966,CSCO
2014-10-15,0.389,80.5,CSCO
2014-10-14,0.286,79.643,CSCO
2014-10-13,-0.333,78.833,CSCO
2014-10-12,0.0,76.455,CSCO
2014-10-11,-0.314,79.029,CSCO
2014-10-10,-0.42,77.848,CSCO
2014-10-09,0.139,80.964,CSCO
2014-10-08,-0.308,84.846,CSCO
2014-10-07,0.6,76.8,CSCO
2014-10-06,0.556,78.333,CSCO
2014-10-05,1.0,74.0,CSCO
2014-10-04,0.143,74.0,CSCO
2014-10-03,0.424,79.818,CSCO
2014-10-02,0.042,81.175,CSCO
2014-10-01,0.43,78.538,CSCO
2014-09-30,0.534,77.739,CSCO
2014-09-29,-0.256,74.462,CSCO
2014-09-28,0.2,78.8,CSCO
2014-09-27,-0.056,82.028,CSCO
2014-09-26,-0.15,81.306,CSCO
2014-09-25,-0.01,79.295,CSCO
2014-09-24,0.286,86.657,CSCO
2014-09-23,0.295,84.538,CSCO
2014-09-22,0.182,80.636,CSCO
2014-09-21,0.222,78.333,CSCO
2014-09-20,0.55,81.489,CSCO
2014-09-19,0.06,80.509,CSCO
2014-09-18,-0.244,81.185,CSCO
2014-09-17,-0.002,80.116,CSCO
2014-09-16,0.311,79.727,CSCO
2014-09-15,0.074,81.333,CSCO
2014-09-14,0.535,82.447,CSCO
2014-09-13,0.275,80.088,CSCO
2014-09-12,0.029,80.114,CSCO
2014-09-11,0.324,79.683,CSCO
2014-09-10,-0.001,80.405,CSCO
2014-09-09,0.387,81.097,CSCO
2014-09-08,0.0,85.333,CSCO
2014-09-07,0.2,77.3,CSCO
2014-09-06,-0.035,83.53,CSCO
2014-09-05,0.018,85.268,CSCO
2014-09-04,0.333,83.296,CSCO
2014-09-03,0.429,82.25,CSCO
2014-09-02,0.095,77.857,CSCO
2014-09-01,-0.111,78.0,CSCO
2014-08-31,0.281,82.211,CSCO
2014-08-30,0.083,79.536,CSCO
2014-08-29,0.467,81.85,CSCO
2014-08-28,0.367,79.424,CSCO
2014-08-27,0.478,78.391,CSCO
2014-08-26,0.441,79.0,CSCO
2014-08-25,0.188,77.188,CSCO
2014-08-24,-0.744,80.977,CSCO
2014-08-23,0.143,79.905,CSCO
2014-08-22,0.459,81.283,CSCO
2014-08-21,0.081,80.838,CSCO
2014-08-20,0.031,79.455,CSCO
2014-08-19,0.0,78.733,CSCO
2014-08-18,-0.293,78.04,CSCO
2014-08-17,-0.165,78.153,CSCO
2014-08-16,-0.255,78.642,CSCO
2014-08-15,-0.137,78.622,CSCO
2014-08-14,-0.053,79.375,CSCO
2014-08-13,-0.171,80.946,CSCO
2014-08-12,-0.275,78.625,CSCO
2014-08-11,-0.691,76.707,CSCO
2014-08-10,0.12,79.167,CSCO
2014-08-09,0.053,77.705,CSCO
2014-08-08,0.25,80.417,CSCO
2014-08-07,0.075,81.228,CSCO
2014-08-06,-0.265,81.075,CSCO
2014-08-05,0.154,81.308,CSCO
2014-08-04,0.333,80.667,CSCO
2014-08-03,0.667,78.778,CSCO
2014-08-02,0.7,78.321,CSCO
2014-08-01,0.276,80.793,CSCO
2014-07-31,0.061,79.333,CSCO
2014-07-30,0.27,80.452,CSCO
2014-07-29,-0.141,82.538,CSCO
2014-07-28,0.167,79.833,CSCO
2014-07-27,0.0,78.857,CSCO
2014-07-26,0.247,79.742,CSCO
2014-07-25,0.238,79.086,CSCO
2014-07-24,0.222,80.143,CSCO
2014-07-23,0.529,79.941,CSCO
2014-07-22,0.389,81.167,CSCO
2014-07-21,0.2,79.2,CSCO
2014-07-20,0.707,79.2,CSCO
2014-07-19,-0.654,81.346,CSCO
2014-07-18,-0.367,80.84,CSCO
2014-07-17,-0.028,77.194,CSCO
2014-07-16,0.196,78.607,CSCO
2014-07-15,0.111,79.667,CSCO
2014-07-14,0.121,81.545,CSCO
2014-07-13,0.556,79.444,CSCO
2014-07-12,0.304,80.065,CSCO
2014-07-11,0.262,80.5,CSCO
2014-07-10,0.344,78.767,CSCO
2014-07-09,-0.097,79.806,CSCO
2014-07-08,0.046,80.345,CSCO
2014-07-07,0.75,78.75,CSCO
2014-07-05,0.439,78.136,CSCO
2014-07-04,0.607,77.214,CSCO
2014-07-03,0.417,79.056,CSCO
2014-07-02,0.556,79.972,CSCO
2014-07-01,0.523,79.273,CSCO
2014-06-30,0.222,77.583,CSCO
2014-06-29,0.677,77.939,CSCO
2014-06-28,0.363,80.235,CSCO
2014-06-27,0.411,78.778,CSCO
2014-06-26,0.091,80.182,CSCO
2014-06-25,0.175,79.276,CSCO
2014-06-24,0.237,79.269,CSCO
2014-06-23,0.25,80.375,CSCO
2014-06-22,0.148,79.222,CSCO
2014-06-21,-0.146,79.208,CSCO
2014-06-20,0.224,78.767,CSCO
2014-06-19,0.44,78.982,CSCO
2014-06-18,0.261,78.307,CSCO
2014-06-17,0.03,81.6,CSCO
2014-06-16,-0.471,80.059,CSCO
2014-06-15,0.417,79.083,CSCO
2014-06-14,0.769,82.231,CSCO
2014-06-13,0.049,80.441,CSCO
2014-06-12,0.353,83.206,CSCO
2014-06-11,0.333,80.244,CSCO
2014-06-10,0.542,77.417,CSCO
2014-06-09,0.2,78.4,CSCO
2014-06-08,0.851,77.679,CSCO
2014-06-07,0.622,79.683,CSCO
2014-06-06,0.238,80.229,CSCO
2014-06-05,0.463,80.583,CSCO
2014-06-04,0.583,77.393,CSCO
2014-06-03,0.583,79.139,CSCO
2014-06-02,0.0,77.5,CSCO
2014-06-01,-0.201,79.8,CSCO
2014-05-31,0.028,80.708,CSCO
2014-05-30,0.333,81.067,CSCO
2014-05-29,0.208,78.936,CSCO
2014-05-28,0.19,79.5,CSCO
2014-05-27,0.383,79.167,CSCO
2014-05-26,0.188,79.313,CSCO
2014-05-25,0.456,79.667,CSCO
2014-05-24,0.265,79.535,CSCO
2014-05-23,0.311,80.053,CSCO
2014-05-22,-0.012,80.339,CSCO
2014-05-21,-0.021,79.859,CSCO
2014-05-20,-0.031,78.832,CSCO
2014-05-19,-0.143,78.905,CSCO
2014-05-18,0.087,79.478,CSCO
2014-05-17,0.027,79.864,CSCO
2014-05-16,0.413,80.525,CSCO
2014-05-15,0.214,81.652,CSCO
2014-05-14,0.121,80.606,CSCO
2014-05-13,0.231,80.611,CSCO
2014-05-12,0.6,80.0,CSCO
2014-05-11,0.0,78.357,CSCO
2014-05-10,-0.099,80.234,CSCO
2014-05-09,0.138,79.364,CSCO
2014-05-08,0.111,78.4,CSCO
2014-05-07,0.098,79.853,CSCO
2014-05-06,0.308,79.115,CSCO
2014-05-05,0.75,75.75,CSCO
2014-05-04,0.479,78.438,CSCO
2014-05-03,0.694,76.618,CSCO
2014-05-02,0.44,77.739,CSCO
2014-05-01,0.194,78.79,CSCO
2014-04-30,0.444,81.074,CSCO
2014-04-29,0.545,80.75,CSCO
2014-04-28,-0.5,80.5,CSCO
2014-04-27,-0.167,81.5,CSCO
2014-04-26,0.128,78.462,CSCO
2014-04-25,-0.076,78.767,CSCO
2014-04-24,-0.087,81.674,CSCO
2014-04-23,-0.156,81.395,CSCO
2014-04-22,0.606,77.364,CSCO
2014-04-21,0.625,78.375,CSCO
2014-04-20,0.718,78.692,CSCO
2014-04-19,0.4,77.0,CSCO
2014-04-18,0.438,77.75,CSCO
2014-04-17,0.25,79.0,CSCO
2014-04-16,0.397,78.296,CSCO
2014-04-15,0.315,78.73,CSCO
2014-04-14,0.5,80.444,CSCO
2014-04-13,0.318,78.818,CSCO
2014-04-12,0.035,80.432,CSCO
2014-04-11,0.643,80.612,CSCO
2014-04-10,0.55,80.135,CSCO
2014-04-09,0.421,80.81,CSCO
2014-04-08,0.672,79.4,CSCO
2014-04-07,-0.333,78.0,CSCO
2014-04-06,0.359,80.192,CSCO
2014-04-05,0.429,80.847,CSCO
2014-04-04,0.477,79.586,CSCO
2014-04-03,0.261,80.609,CSCO
2014-04-02,0.489,80.985,CSCO
2014-04-01,-0.011,84.732,CSCO
2014-03-31,-0.025,82.963,CSCO
2014-03-30,0.119,80.071,CSCO
2014-03-29,0.114,78.796,CSCO
2014-03-28,-0.071,79.126,CSCO
2014-03-27,0.168,80.638,CSCO
2014-03-26,-0.197,79.489,CSCO
2014-03-25,-0.604,78.24,CSCO
2014-03-24,-0.071,78.286,CSCO
2014-03-23,0.303,78.0,CSCO
2014-03-22,-0.024,80.25,CSCO
2014-03-21,0.393,80.063,CSCO
2014-03-20,0.294,77.558,CSCO
2014-03-19,0.213,78.234,CSCO
2014-03-18,0.4,79.067,CSCO
2014-03-17,0.029,81.267,CSCO
2014-03-16,0.077,78.0,CSCO
2014-03-15,0.138,79.042,CSCO
2014-03-14,0.483,80.0,CSCO
2014-03-13,0.553,78.684,CSCO
2014-03-12,-0.043,79.522,CSCO
2014-03-11,-0.067,80.8,CSCO
2014-03-10,0.333,77.333,CSCO
2014-03-09,0.235,76.941,CSCO
2014-03-08,-0.056,80.625,CSCO
2014-03-07,0.357,79.5,CSCO
2014-03-06,0.83,79.0,CSCO
2014-03-05,0.387,79.1,CSCO
2014-03-04,0.214,80.679,CSCO
2014-03-03,0.333,79.75,CSCO
2014-03-02,0.507,79.76,CSCO
2014-03-01,0.114,80.417,CSCO
2014-02-28,0.302,79.238,CSCO
2014-02-27,0.275,81.0,CSCO
2014-02-26,-0.074,80.635,CSCO
2014-02-25,0.05,79.485,CSCO
2014-02-24,1.0,78.0,CSCO
2014-02-23,0.69,78.31,CSCO
2014-02-22,0.422,81.0,CSCO
2014-02-21,0.267,80.667,CSCO
2014-02-20,0.151,83.129,CSCO
2014-02-19,0.321,82.192,CSCO
2014-02-18,0.625,79.0,CSCO
2014-02-17,0.5,79.25,CSCO
2014-02-16,0.0,79.0,CSCO
2014-02-15,-0.376,80.387,CSCO
2014-02-14,-0.305,79.921,CSCO
2014-02-13,0.017,80.163,CSCO
2014-02-12,0.0,80.735,CSCO
2014-02-11,0.233,83.033,CSCO
2014-02-10,0.5,77.0,CSCO
